STORE_ID,DISPLAY_NAME,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIPCODE,PHONE_NUMBER
31550,Countrywood Crossing,2273 North Germantown Parkway,Countrywood Crossing,Cordova,TN,38016,1-901-377-4819
31551,Midland Park Mall,"4511 North Midkiff Road, Suite C01A",Midland Park Mall,Midland,TX,79705,1-432-689-0369
31553,Market Place Square,"720 Jefferson Road, Suite 100",Market Place Square,Rochester,NY,14623,1-585-292-1250
31554,Warwick Center,1350 East Bald Hill Road,Warwick Center,Warwick,RI,2886,1-401-826-3295
31555,Gateway Center,15 Mystic View Road,Gateway Center,Everett,MA,2149,1-617-381-0040
31556,Gresham Station,839 Northwest 12th Avenue,Gresham Station,Gresham,OR,97030,1-503-665-6838
31557,Fox River Mall,"4301 West Wisconsin Avenue, Space 30",Fox River Mall,Appleton,WI,54913,1-920-831-0240
31558,Webster Towne Center,913 Holt Road,Webster Towne Center,Webster,NY,14580,1-585-872-0750
31559,Shoppes at Paradise Isle,"34940 Emerald Coast Parkway, Unit 120",Shoppes at Paradise Isle,Destin,FL,32541,1-850-654-1364
31560,Gateway Center,"1505 University Drive East, Suite 250",Gateway Center,College Station,TX,77840,1-979-595-1000
31563,Market Street at Heathbrook,"4414 Southwest College Road, Suite 1710",Market Street at Heathbrook,Ocala,FL,34474,1-352-237-0163
31564,White Oaks Plaza,2733 Veteran's Parkway,White Oaks Plaza,Springfield,IL,62704,1-217-726-0849
31565,The Shops at Friendly Center,3350 West Friendly Avenue,The Shops at Friendly Center,Greensboro,NC,27410,1-336-299-9495
31566,Boulevard Consumer Square,"1701 Niagara Falls Boulevard, Suite 100",Boulevard Consumer Square,Amherst,NY,14228,1-716-836-0658
31567,Front Range Village,4405 Corbett Drive,Front Range Village,Fort Collins,CO,80525,1-970-266-4949
31568,Merle Hay Mall,"3800 Merle Hay Road, Suite 507",Merle Hay Mall,Des Moines,IA,50310,1-515-276-0410
31569,Loop West,2609 West Osceola Parkway,Loop West,Kissimmee,FL,34741,1-407-846-0149
31570,Brook Highland Plaza,5267 Highway 280,Brook Highland Plaza,Birmingham,AL,35242,1-205-991-1012
31571,Mall of Louisiana,"9330 Mall Of Louisiana Boulevard, Suite 400",Mall of Louisiana,Baton Rouge,LA,70836,1-225-769-2237
31572,Bradley Commons,2058 North State Route 50,Bradley Commons,Bourbonnais,IL,60914,1-815-935-1451
31573,Bridge Street Town Center,"301 The Bridge Street NorthWest, Suite 109",Bridge Street Town Center,Huntsville,AL,35806,1-256-327-8571
31575,Deerfield Towne Center,5145 Deerfield Boulevard,Deerfield Towne Center,Mason,OH,45040,1-513-204-1929
31576,Fairlane Green,3150 Fairlane Drive,Fairlane Green,Allen Park,MI,48101,1-313-749-1470
31577,Tiffany Springs Market Center,9120 Northwest Skyview Avenue,Tiffany Springs Market Center,Kansas City,MO,64154,1-816-741-8779
31578,Regal Court Shopping Center,7467 Youree Drive,Regal Court Shopping Center,Shreveport,LA,71105,1-318-797-2013
31579,Shoppes at Prairie Ridge,"10033 77th Street, Suite 420",Shoppes at Prairie Ridge,Pleasant Prairie,WI,53158,1-262-697-0379
31580,McEver's Corners,"983 Dawsonville Highway, Suite B",McEver's Corners,Gainesville,GA,30501,1-770-535-3636
31581,Weatherford Ridge,"225 Adams Drive, Suite 215",Weatherford Ridge,Weatherford,TX,76086,1-817-594-4634
31582,Southland Mall,6142 South Westnedge Avenue,Southland Mall,Portage,MI,49002,1-269-321-0326
31583,Meridian Towne Center,4886 Marsh Road,Meridian Towne Center,Okemos,MI,48864,1-517-318-0413
31584,The Shoppes at River Crossing,"5080 Riverside Drive, Suite 1200",The Shoppes at River Crossing,Macon,GA,31210,1-478-471-0171
31585,Hampton Village Center,2813 South Rochester Road,Hampton Village Center,Rochester Hills,MI,48307,1-248-853-1538
31586,Westfield Franklin Park Mall,"5001 Monroe Street, Unit S3",Westfield Franklin Park Mall,Toledo,OH,43623,1-419-474-4254
31587,Streets of Brentwood,"2465 Sand Creek Road, Suite 100",Streets of Brentwood,Brentwood,CA,94513,1-925-513-8183
31588,The Shoppes at Gilbert Commons,857 East Baseline Road,The Shoppes at Gilbert Commons,Gilbert,AZ,85233,1-480-813-5985
31589,Oro Valley Marketplace,11875 North Oracle Road,Oro Valley Marketplace,Oro Valley,AZ,85737,1-520-742-8956
31590,Queen Creek Marketplace,21118 South Ellsworth Loop Road,Queen Creek Marketplace,Queen Creek,AZ,85142,1-480-882-3454
31591,Town Center Plaza,7209 Southeast 29th Street,Town Center Plaza,Midwest City,OK,73110,1-405-739-0410
31592,Loma Square,3315 Rosecrans Street,Loma Square,San Diego,CA,92110,1-619-222-0697
31593,Kendall Marketplace,955 Erica Lane,Kendall Marketplace,Yorkville,IL,60560,1-630-553-4927
31594,Centre at Hagerstown,17758 Garland Groh Boulevard,Centre at Hagerstown,Hagerstown,MD,21740,1-301-797-5843
31595,Quarry Market,"255 East Basse Road, Suite 1010",Quarry Market,San Antonio,TX,78209,1-210-824-5031
31596,Providence Town Center,40 Town Center Drive,Providence Town Center,Collegeville,PA,19426,1-610-489-8232
31597,Hammock Landing,"205 Palm Bay Road Northeast, Suite 121",Hammock Landing,West Melbourne,FL,32904,1-321-953-2642
31598,The Pavilion at Port Orange,"5511 South Williamson Boulevard, Suite 201",The Pavilion at Port Orange,Port Orange,FL,32128,1-386-760-0289
31599,Quail Creek Crossing,"3201 Lawrence Road, Suite 200",Quail Creek Crossing,Wichita Falls,TX,76308,1-940-692-1163
31600,Dulles 28,"22000 Dullles Retail Center, Suite 136",Dulles 28,Sterling,VA,20166,1-703-444-4081
31601,Annapolis Harbour Center,2566 Solomons Island Road,Annapolis Harbour Center,Annapolis,MD,21401,1-410-571-1575
31602,Lynncroft Shopping Center,"3120 Evans Street, Suite 105",Lynncroft Shopping Center,Greenville,NC,27834,1-252-215-1090
31603,Airport Center,940 Airport Center Drive,Airport Center,Allentown,PA,18109,1-610-264-1065
31604,Rockford Crossing,6620 East State Street,Rockford Crossing,Rockford,IL,61108,1-815-394-1248
31605,Riverdale Center IV,4249 South Riverdale Road,Riverdale Center IV,Riverdale,UT,84405,1-801-621-4639
31606,Kingsport Pavilion,"2626 East Stone Drive, Suite 130",Kingsport Pavilion,Kingsport,TN,37660,1-423-245-1076
31607,Hammond Square Shopping Center,2026 Hammond Square Drive,Hammond Square Shopping Center,Hammond,LA,70403,1-985-345-2096
31608,Sunset Valley Homestead,"5207 Brodie Lane, Suite 180",Sunset Valley Homestead,Sunset Valley,TX,78745,1-512-891-1581
31609,Chesterfield Commons East,46 THF Boulevard,Chesterfield Commons East,Chesterfield,MO,63005,1-636-534-2828
31610,Asheville Mall,3 South Tunnel Road,Asheville Mall,Asheville,NC,28805,1-828-298-0399
31611,The Markets at Town Center,4860 Big Island Drive,The Markets at Town Center,Jacksonville,FL,32246,1-904-641-6032
31612,Stafford Park,227 Stafford Park Boulevard,Stafford Park,Manahawkin,NJ,8050,1-609-489-0103
31613,Tiger Town,2690 Enterprise Drive,Tiger Town,Opelika,AL,36801,1-334-749-2593
31614,Landstown Commons,"3300 Princess Anne Road, Suite 31",Landstown Commons,Virginia Beach,VA,23456,1-757-368-2089
31616,Palmdale Marketplace,39246 10th Street West,Palmdale Marketplace,Palmdale,CA,93551,1-661-274-4307
31617,Hamburg Pavilion,1956 Pavilion Way,Hamburg Pavilion,Lexington,KY,40509,1-859-232-8947
31618,Highland Grove,10333 Indianapolis Boulevard,Highland Grove,Highland,IN,46322,1-219-924-1318
31619,Bal Harbour Square,1746 North Federal Highway,Bal Harbour Square,Fort Lauderdale,FL,33305,1-954-390-7458
31620,Jacksonville Mall,361 Jacksonville Mall,Jacksonville Mall,Jacksonville,NC,28546,1-910-353-0918
31622,Northwoods Shopping Center,"1742 North Loop 1604, Suite 104",Northwoods Shopping Center,San Antonio,TX,78232,1-210-495-0439
31623,Folsom-Gateway II,2381 Iron Point Road,Folsom-Gateway II,Folsom,CA,95630,1-916-984-7582
31624,Tulsa Hills Shopping Center,7505 South Olympia Avenue West,Tulsa Hills Shopping Center,Tulsa,OK,74132,1-918-447-0917
31625,Broadway Crossing,5510 South Broadway,Broadway Crossing,Tyler,TX,75703,1-903-581-7318
31626,Market Street Flowood,748 Mackenzie Lane,Market Street Flowood,Flowood,MS,39232,1-601-992-7422
31627,Southern Tier Crossing,1520 County Road 64,Southern Tier Crossing,Horseheads,NY,14845,1-607-796-2769
31628,Valley Mall Plaza,1734 East Washington,Valley Mall Plaza,Union Gap,WA,98903,1-509-457-7280
31629,Eastland Mall,1615 East Empire Street,Eastland Mall,Bloomington,IL,61701,1-309-664-5929
31630,Fairmount Fair,3541 West Genesee Street,Fairmount Fair,Syracuse,NY,13219,1-315-468-2156
31631,Park Lane,"8160 Park Lane, Suite 330",Park Lane,Dallas,TX,75231,1-214-363-0638
31632,Plaza at Jordan Landing,"3736 Center Park Drive, Unit 110",Plaza at Jordan Landing,West Jordan,UT,84084,1-801-280-7900
31633,Bergen Town Center,45 West Spring Valley Avenue,Bergen Town Center,Maywood,NJ,7607,1-201-368-0496
31634,River Forest Town Center,7231 Lake Street,River Forest Town Center,River Forest,IL,60305,1-708-366-8604
31635,Harriman Commons,128 Bailey Farm Road,Harriman Commons,Monroe,NY,10950,1-845-783-3544
31636,MacArthur Park Shopping Center,7757 North MacArthur Boulevard,MacArthur Park Shopping Center,Irving,TX,75063,1-972-409-6831
31637,Town & Country Village,"12850 Memorial Drive, Suite 1300",Town & Country Village,Houston,TX,77024,1-713-331-0065
31638,Short Pump Station,"11351 West Broad Street, Suite 181",Short Pump Station,Glen Allen,VA,23060,1-804-360-1284
31639,La Palmera,"5488 South Padre Island Drive, Suite 5002",La Palmera,Corpus Christi,TX,78411,1-361-985-7401
31640,Mall at Barnes Crossing,"1001 Barnes Crossing  Road, Suite 323",Mall at Barnes Crossing,Tupelo,MS,38804,1-662-842-7074
31641,The Promenade,3869 Promenade Parkway B,The Promenade,D'Iberville,MS,39540,1-228-392-1562
31642,Midtown Park,3516 Clemson Boulevard,Midtown Park,Anderson,SC,29621,1-864-226-3357
31643,Mall of Abilene,"4310 Buffalo Gap Road, 31",Mall of Abilene,Abilene,TX,79606,1-325-691-1394
31644,Fairview Center,6621 North Illinois Street,Fairview Center,Fairview Heights,IL,62208,1-618-398-6274
31645,The Maine Mall,366 Maine Mall Road,The Maine Mall,South Portland,ME,4106,1-207-773-7786
31646,The Augusta Marketplace,10 Stephen King Drive,The Augusta Marketplace,Augusta,ME,4330,1-207-629-5422
31648,Cornerstar,"15800 East Briarwood Circle, Unit A",Cornerstar,Aurora,CO,80016,1-303-680-6033
31649,Longview Towne Crossing,"3096 North Eastman Road, Suite 105",Longview Towne Crossing,Longview,TX,75605,1-903-663-8693
31650,Arena Hub Plaza,493 Arena Hub Plaza,Arena Hub Plaza,Wilkes-Barre,PA,18702,1-570-820-6267
31651,Spring Creek Centre,"3835 North Mall Avenue, Suite 2",Spring Creek Centre,Fayetteville,AR,72703,1-479-575-9298
31652,Pilgrim & Oneida St. Shopping,"803 Pilgrim Way, Suite 5",Pilgrim & Oneida St. Shopping,Green Bay,WI,54304,1-920-494-7035
31653,Pinnacle Hills Plaza,"2203 Promenade Boulevard, Suite 20245",Pinnacle Hills Plaza,Rogers,AR,72758,1-479-631-0038
31654,Miller Hill Mall,"1600 Miller Trunk Highway, Suite 414B",Miller Hill Mall,Duluth,MN,55811,1-218-727-2780
31655,Avon Marketplace,380 West Main Street,Avon Marketplace,Avon,CT,6001,1-860-674-1835
31656,Easton Market,3720 Easton Market,Easton Market,Columbus,OH,43219,1-614-473-9146
31657,Roosevelt Collection,1107 South Delano Court East,Roosevelt Collection,Chicago,IL,60605,1-312-583-0554
31658,Polaris Towne Center,1285 Polaris Parkway,Polaris Towne Center,Columbus,OH,43240,1-614-785-0594
31659,Azalea Square,434 Azalea Square Boulevard,Azalea Square,Summerville,SC,29483,1-843-821-4059
31660,Sycamore Plaza,7800 Montgomery Road,Sycamore Plaza,Cincinnati,OH,45236,1-513-793-5100
31661,Richland Marketplace,622 North West End Boulevard,Richland Marketplace,Quakertown,PA,18951,1-215-536-3845
31662,Northridge - Mall 1,4016 East 53rd Street,Northridge - Mall 1,Davenport,IA,52807,1-563-355-2230
31663,Belleview Shores,5284 South Wadsworth Boulevard,Belleview Shores,Littleton,CO,80123,1-303-973-7244
31664,Scharrington Square,2431 West Schaumburg Road,Scharrington Square,Schaumburg,IL,60194,1-847-923-1739
31665,Independence Plaza,"2450 Monarch Drive, Suite 104",Independence Plaza,Laredo,TX,78045,1-956-724-1960
31666,Felch Street Center,12635 Felch Street,Felch Street Center,Holland,MI,49424,1-616-994-0534
31667,Santa Rose Marketplace,2080 Santa Rosa Avenue,Santa Rose Marketplace,Santa Rosa,CA,95407,1-707-542-1042
31668,Casa Paloma,"7131 West Ray Road, Suite 12",Casa Paloma,Chandler,AZ,85226,1-480-753-7076
31669,The Plaza at Buckland Hills,1464  Pleasant Valley Road,The Plaza at Buckland Hills,Manchester,CT,6042,1-860-648-9260
31670,Cottonwood Mall,10000 Coors Boulevard Northwest,Cottonwood Mall,Albuquerque,NM,87114,1-505-792-0834
31671,Regency Square,2442 West Brandon Boulevard,Regency Square,Brandon,FL,33511,1-813-651-2768
31672,Sandusky Pavilion,"4020 Milan Road, Unit 915",Sandusky Pavilion,Sandusky,OH,44870,1-419-621-1345
31673,Boulevard Crossing,2134 East Boulevard Street,Boulevard Crossing,Kokomo,IN,46902,1-765-236-0681
31674,Barracks Road Shopping Center,977 Emmet Street,Barracks Road Shopping Center,Charlottesville,VA,22903,1-434-293-4958
31675,West Market Plaza,3879 Medina Road,West Market Plaza,Akron,OH,44333,1-330-665-5341
31676,Oakland Plaza,560 John R. Road,Oakland Plaza,Troy,MI,48083,1-248-581-0524
31677,Deer Trace I & II Shopping Center,4073 Highway 28,Deer Trace I & II Shopping Center,Sheboygan Falls,WI,53085,1-920-459-8487
31678,University Town Center,1620 24th Avenue Northwest,University Town Center,Norman,OK,73069,1-405-307-9358
31679,River Hills Mall,"1850 Adams Street, Suite 100",River Hills Mall,Mankato,MN,56001,1-507-625-5530
31680,Denton Crossing West,"1800 South Loop 288, Suite 300",Denton Crossing West,Denton,TX,76205,1-940-566-5170
31681,Glynn Isles Market,190 Glynn Isles,Glynn Isles Market,Brunswick,GA,31525,1-912-554-2172
31682,Aventura Commons,21065 Biscayne Boulevard,Aventura Commons,Aventura,FL,33180,1-305-466-1478
31683,Gallatin Center,"2855 North 19th Avenue, Suite C",Gallatin Center,Bozeman,MT,59718,1-406-586-2682
31684,Mall of New Hampshire,1500 South Willow Street,Mall of New Hampshire,Manchester,NH,3103,1-603-623-9147
31685,Northborough Crossing,8106 Shops Way,Northborough Crossing,Northborough,MA,1532,1-508-393-2813
31686,Glendora Marketplace,1229 South Lone Hill Avenue,Glendora Marketplace,Glendora,CA,91740,1-909-592-5393
31687,Bloomingdale Court,362 West Army Trail Road,Bloomingdale Court,Bloomingdale,IL,60108,1-630-307-7130
31688,Houma Crossing,"1779 Martin Luther King Jr Boulevard, Suite 300",Houma Crossing,Houma,LA,70360,1-985-872-3753
31689,Station Park,320 North Station Parkway,Station Park,Farmington,UT,84025,1-801-451-8403
31690,Gaston Mall,415-140 Cox  Road,Gaston Mall,Gastonia,NC,28054,1-704-865-9220
31691,South Bay South,1513 Hawthorne Boulevard,South Bay South,Redondo Beach,CA,90278,1-310-303-3790
31692,Northshore Mall,210 Andover Street,Northshore Mall,Peabody,MA,1960,1-978-531-0246
31693,Red Rock Commons,"15 South River Road, Suite 220",Red Rock Commons,St. George,UT,84790,1-435-673-2180
31694,Treasure Valley Marketplace,16475 North Marketplace Boulevard,Treasure Valley Marketplace,Nampa,ID,83687,1-208-467-0982
31695,White Oak Crossing,165 Shenstone Boulevard,White Oak Crossing,Garner,NC,27529,1-919-662-8268
31696,Columbiana on Park,"320 Harbison Boulevard, Suite C",Columbiana on Park,COLUMBIA,SC,29212,1-803-749-5757
31697,Juban Crossing,"10129 Crossing Way, Suite 410",Juban Crossing,Denham Springs,LA,70726,1-225-791-2946
31698,Keizer Station,6361 Ulali Drive Northeast,Keizer Station,Keizer,OR,97303,1-503-393-2738
31699,Fargo Retail Center,4420 13th Avenue South,Fargo Retail Center,Fargo,ND,58103,1-701-281-4831
31700,Baytowne Square,2023 North Prospect Avenue,Baytowne Square,Champaign,IL,61822,1-217-355-5234
31701,The Orchard at Saddleback,23608 El Toro Road,The Orchard at Saddleback,Lake Forest,CA,92630,1-949-470-9531
31702,Stirling Bossier,2745 Beene Boulevard,Stirling Bossier,Bossier City,LA,71111,1-318-746-2790
31703,The Marketplace,"9000 Ming Avenue, Suite L2",The Marketplace,Bakersfield,CA,93311,1-661-664-1402
31704,Centennial Commons,7680 Polo Grounds Boulevard,Centennial Commons,Memphis,TN,38125,1-901-751-9786
31705,Connecticut Post Mall,1201 Boston Post Road,Connecticut Post Mall,Milford,CT,6460,1-203-876-4766
31706,New Market Square Shopping Center,"2441 North Maize Road, # 2101",New Market Square Shopping Center,Wichita,KS,67205,1-316-729-5566
31707,Lycoming Crossings Shopping Center,350 South Lycoming Mall Road,Lycoming Crossings Shopping Center,Muncy,PA,17756,1-570-546-2361
31708,River Oaks Shopping Center,24235 Magic Mountain Parkway,River Oaks Shopping Center,Valencia,CA,91355,1-661-288-2219
31709,Woodhaven Plaza,19255 West Road,Woodhaven Plaza,Woodhaven,MI,48183,1-734-676-4357
31710,Red Oak Village,"1050 McKinley Place, Suite 120",Red Oak Village,San Marcos,TX,78666,1-512-392-3308
31711,The Forum at Grandview,175 Grandview Boulevard,The Forum at Grandview,Madison,MS,39110,1-601-856-8882
31712,Springdale Mall,"3250 Airport Boulevard, Suite E-32",Springdale Mall,Mobile,AL,36606,1-251-450-2362
31713,The Shops at Boardman Park,403 Boardman Poland Road,The Shops at Boardman Park,Boardman,OH,44512,1-330-629-6276
31714,Eastgate Shopping Center,1405 SOM Center Road,Eastgate Shopping Center,Mayfield Heights,OH,44124,1-440-683-9015
31715,Eastgate Plaza Shopping Center,"8141 East Kellogg Drive, Suite 138",Eastgate Plaza Shopping Center,Wichita,KS,67207,1-316-684-1116
31716,Glenbrook North Shopping Center,1032 Glenbrook Way,Glenbrook North Shopping Center,Hendersonville,TN,37075,1-615-824-6567
31717,Rego Center,"61-35 Junction Boulevard, Mailbox # A13",Rego Center,Rego Park,NY,11374,1-718-699-9004
31718,Settler Ridge,1310 Settler Ridge Center Drive,Settler Ridge,Pittsburgh,PA,15205,1-412-787-8780
31719,Novi Town Center,26110 Ingersol Drive,Novi Town Center,Novi,MI,48375,1-248-449-5221
31720,Florence Square,7673 Mall Road,Florence Square,Florence,KY,41042,1-859-282-8561
31721,Merchants Walk,"1311 Johnson Ferry Road, Suite 556",Merchants Walk,Marietta,GA,30068,1-770-578-3352
31722,Millenia Crossing,4048 Eastgate Drive,Millenia Crossing,Orlando,FL,32839,1-407-351-9894
31723,Frederick Crossing,7310 Guilford Drive,Frederick Crossing,Frederick,MD,21704,1-301-662-0852
31724,Greenwood Mall,"2625 Scottsville Road, Suite 340",Greenwood Mall,Bowling Green,KY,42104,1-270-842-3704
31725,Firewheel Town Center,180 Cedar Sage Drive,Firewheel Town Center,Garland,TX,75040,1-972-495-0100
31726,El Paseo de Saratoga,600 El Paseo de Saratoga,El Paseo de Saratoga,San Jose,CA,95130,1-408-370-7687
31727,Madrona Park,18140 Northwest Evergreen Parkway,Madrona Park,Beaverton,OR,97006,1-503-466-0206
31728,Chimney Rock Shopping Center,6317 East Highway 191,Chimney Rock Shopping Center,Odessa,TX,79762,1-432-362-0287
31729,Webster Square,258-9 Daniel Webster Highway,Webster Square,Nashua,NH,3060,1-603-888-5698
31730,Winchester Station,2430 South Pleasant Valley Road,Winchester Station,Winchester,VA,22601,1-540-662-1450
31731,Northgate Marketplace,25 Rossanley Drive,Northgate Marketplace,Medford,OR,97501,1-541-773-2749
31732,Beavercreek Pavillion,"2720 Towne Drive, Suite 450",Beavercreek Pavillion,Beavercreek,OH,45431,1-937-429-9744
31733,Rancho Santa Margarita Town Center,30682 Santa Margarita Parkway,Rancho Santa Margarita Town Center,Rancho Santa Margarita,CA,92688,1-949-635-9301
31734,Sunset Mall,"4001 Sunset Drive, Suite 1226",Sunset Mall,San Angelo,TX,76904,1-325-949-0948
31735,Adams Dairy Landing Shopping Center,1260 Northeast Coronado Drive,Adams Dairy Landing Shopping Center,Blue Springs,MO,64014,1-816-228-2268
31736,Bear Creek Village Shopping Center,17170 NE Redmond Way,Bear Creek Village Shopping Center,Redmond,WA,98052,1-425-497-9117
31737,Shoppes at Stadium,221 North Stadium Boulevard,Shoppes at Stadium,Columbia,MO,65203,1-573-445-5831
31738,Westlake Shopping Center,2601 West Lake Street,Westlake Shopping Center,Peoria,IL,61615,1-309-681-4604
31739,Hall Road Crossing,13955 Hall Road,Hall Road Crossing,Shelby Township,MI,48315,1-586-566-1548
31740,Owensboro Towne Center,5241 Frederica Street,Owensboro Towne Center,Owensboro,KY,42301,1-270-683-3760
31741,Lakes Crossing,5711-A  South Harvey Street,Lakes Crossing,Norton Shores,MI,49444,1-231-798-2371
31742,Jubilee Square,"6850 U.S. Highway 90, Suite 11",Jubilee Square,Daphne,AL,36526,1-251-621-9512
31743,Pecanland Plaza,"4429 Pecanland Mall Drive, Suite 8",Pecanland Plaza,Monroe,LA,71203,1-318-361-0984
31744,Interstate Shopping Center,1255 Route 17 South,Interstate Shopping Center,Ramsey,NJ,7446,1-201-327-3018
31745,Towne Center at Watertown,21835 Towne Center Drive,Towne Center at Watertown,Watertown,NY,13601,1-315-785-1013
31746,Columbia Center,"1321 North Columbia Center Boulevard, Suite A01",Columbia Center,Kennewick,WA,99336,1-509-783-1083
31747,Fischer Marketplace Shopping Center,"14929 Florence Trail, Suite 100",Fischer Marketplace Shopping Center,Apple Valley,MN,55124,1-952-891-2450
31748,Evansville Pavilions,"6601 East Lloyd Expressway, Suite 1A",Evansville Pavilions,Evansville,IN,47715,1-812-401-8430
31749,Northpark  Mall,"101 North Rangeline Road, Suite 275",Northpark  Mall,Joplin,MO,64801,1-417-627-0089
31750,Bloomfield Town Square,2161 South Telegraph Road,Bloomfield Town Square,Bloomfield Hills,MI,48302,1-248-858-2611
31751,Cache Valley Plaza,"1050 North Main Street, Suite 110",Cache Valley Plaza,Logan,UT,84341,1-435-753-7970
31752,Summerhill Square,601 Route 18 South,Summerhill Square,East Brunswick,NJ,8816,1-732-432-0459
31753,Shops at the Galleria,"12909 Shops Parkway, Suite 400",Shops at the Galleria,Bee Cave,TX,78738,1-512-263-7085
31754,Desert Crossing Shopping Center,"72-369 Highway 111, Suite 100",Desert Crossing Shopping Center,Palm Desert,CA,92260,1-760-346-8029
31755,Trinity Valley Shopping Center,"2660 North Josey Lane, Suite 250",Trinity Valley Shopping Center,Carrollton,TX,75007,1-972-242-2876
31756,West Valley Shopping Center,3279 Tittabawasse Road,West Valley Shopping Center,Saginaw,MI,48604,1-989-799-1465
31757,Fort Gratiot #523,"4715 24th Avenue, Suite 300",Fort Gratiot #523,Fort Gratiot,MI,48059,1-810-385-6209
31758,Kennedy Mall,"555 JFK Road, Unit 592",Kennedy Mall,Dubuque,IA,52002,1-563-582-5087
31759,Schulman Crossing,1670 Larue Road,Schulman Crossing,Garden City,KS,67846,1-620-276-3734
31760,Market Place at Braintree,380 Grossman Drive,Market Place at Braintree,Braintree,MA,2184,1-781-356-1792
31761,The Shops at Waldorf Center,2945 Festival Way,The Shops at Waldorf Center,Waldorf,MD,20601,1-301-396-4579
31762,The Forum on Peachtree Parkway,"5145 Peachtree Parkway, # 440",The Forum on Peachtree Parkway,Peachtree Corners,GA,30092,1-770-368-0277
31763,Elmwood Shopping Center,"1126 South Clearview Parkway, Suite A",Elmwood Shopping Center,Harahan,LA,70123,1-504-731-6628
31764,Augusta Exchange,257 Robert C. Daniels Jr. Parkway,Augusta Exchange,Augusta,GA,30909,1-706-736-5202
31765,Clearwater Mall,2683 Gulf To Bay Boulevard,Clearwater Mall,Clearwater,FL,33759,1-727-724-6498
31766,Metro Crossings,"3502 Metro Drive, Suite 100",Metro Crossings,Council Bluffs,IA,51501,1-712-366-8093
31767,River Chase Shopping Center,69276 Highway 21,River Chase Shopping Center,Covington,LA,70433,1-985-871-8853
31768,Crossroads Annex,609 Settlers Trace Boulevard,Crossroads Annex,Lafayette,LA,70508,1-337-981-6815
31769,South Pointe Pavilions,"3120 Pine Lake Road, Suite P",South Pointe Pavilions,Lincoln,NE,68516,1-402-423-0586
31770,Fairway Marketplace,5696 Fairmont Parkway,Fairway Marketplace,Pasadena,TX,77505,1-281-991-1890
31771,Marketplace at Seminole Towne,1751 WP Ball Boulevard,Marketplace at Seminole Towne,Sanford,FL,32771,1-407-321-0854
31772,Pineapple Commons Shopping Center,2455 Norhtwest Federal Highway,Pineapple Commons Shopping Center,Stuart,FL,34994,1-772-232-4925
31773,Temple Towne Center,"2112 Southwest HK Dodgen Loop, Suite 143A",Temple Towne Center,Temple,TX,76504,1-254-771-2079
31774,The Orchard Town Center,14521 Orchard Parkway,The Orchard Town Center,Westminster,CO,80023,1-303-452-3634
31775,Pirates Plaza,4067 Miller Road,Pirates Plaza,Flint,MI,48507,1-810-230-0010
31776,River Valley Mall,"1635 River Valley Circle South, Suite 101",River Valley Mall,Lancaster,OH,43130,1-740-654-2704
31777,Town Square Mall,2417 Vestal Parkway East,Town Square Mall,Vestal,NY,13850,1-607-797-3069
31778,The Gallery at Westbury Plaza,990 Old Country Road,The Gallery at Westbury Plaza,Garden City,NY,11530,1-516-794-7416
31779,Nut Tree Plaza,1641-C East Monte Vista Avenue,Nut Tree Plaza,Vacaville,CA,95688,1-707-455-8369
31780,The Fountains at Farah,"8889 Gateway Boulevard West, Suite 560",The Fountains at Farah,El Paso,TX,79925,1-915-595-6458
31781,Camino Real Marketplace,7000 Marketplace Drive,Camino Real Marketplace,Goleta,CA,93117,1-805-685-2060
31782,Hanover Crossings Shopping Center,411 Eisenhower Drive,Hanover Crossings Shopping Center,Hanover,PA,17331,1-717-632-0920
31783,Creeks at Virginia Center,9930 Brook Road,Creeks at Virginia Center,Glen Allen,VA,23059,1-804-264-7984
31784,Florence Mall,1945 West Palmetto Street,Florence Mall,Florence,SC,29501,1-843-662-3097
31785,University Town Center,1010 Giant Street,University Town Center,Morgantown,WV,26501,1-304-284-0005
31786,Fairplain Plaza,1000 East Fairplain Drive,Fairplain Plaza,Benton Harbor,MI,49022,1-269-934-9261
31787,Summit Woods Crossing Shopping,1664 Northwest Chipman Road,Summit Woods Crossing Shopping,Lee's Summit,MO,64081,1-816-524-5427
31788,Rainer View Marketplace,16908 Meridian East,Rainer View Marketplace,Puyallup,WA,98375,1-253-445-6932
31789,Village at Leesburg,"1606 Village Market Boulevard, Suite 130",Village at Leesburg,Leesburg,VA,20175,1-571-258-1027
31790,Springfield Mall,1250 Baltimore Pike,Springfield Mall,Springfield,PA,19064,1-610-328-1657
31791,Lincoln Square,120 Lincoln Square,Lincoln Square,Arlington,TX,76011,1-817-459-2550
31792,Settler's Market at New Town,"5225 Settlers Market Boulevard, #170",Settler's Market at New Town,Williamsburg,VA,23188,1-757-220-8830
31793,600 W 300 N,600 W 300 N,,Warsaw,IN,46582,1-574-267-5630
31794,The Market Shoppes,2401 6th Avenue Southeast,The Market Shoppes,Decatur,AL,35601,1-256-350-1810
31795,Dudley Farms Plaza,216 RHL Boulevard,Dudley Farms Plaza,Charleston,WV,25309,1-304-744-5459
31796,Westfield Culver City,"6000 Sepulveda Boulevard, Suite 2200",Westfield Culver City,Culver City,CA,90230,1-310-390-1420
